"","DIRECTORIO","SECUENCIA_P","ORDEN.x","CAR","SEC","CONS","REC","I_HOGAR"
"42998","7995957","1","1",1,0,1,1,1276608.63406956
"42999","7995958","1","1",1,0,1,1,2008964.08537403
"43000","7995960","1","1",1,0,1,1,2514317.48714298
"43001","7995962","1","1",1,0,1,1,2223282.78724104
"43002","7995963","1","1",0,0,1,0,1431420.44400796
"43003","7995964","1","1",1,0,1,1,2659137.39638403
"43004","7995965","1","1",1,0,1,1,1208492.31272936
"43005","7995967","1","1",1,0,1,1,2607659.60458666
"43006","7995968","1","1",1,0,1,1,2701688.49451467
"43007","7995969","1","1",1,0,1,0,2302120.48936635
"43008","7995970","1","1",1,0,1,1,2332078.32554355
"43009","7995972","1","1",1,0,1,1,2634905.69666028
"43010","7995973","1","1",1,1,1,1,2036658.01115334
"43011","7995974","1","1",1,0,1,1,1913130.89484349
"43012","7995975","1","1",1,0,1,0,2214234.34462398
"43013","7995976","1","1",1,1,1,1,2585528.56039256
"43014","7995977","1","1",1,0,1,1,2674126.9306466
"43015","7995979","1","1",1,0,1,0,2591162.87007928
"43016","7995980","1","1",1,1,0,1,2191798.71020839
"43017","7995981","1","1",0,0,1,1,2929356.31467029
"43018","7995983","1","1",1,1,1,1,1210310.97058207
"43019","7995984","1","1",1,0,1,0,1598908.82676467
"43020","7995985","1","1",1,0,1,1,1593915.12941569
"43021","7995987","1","1",1,1,1,1,1540693.20183247
"43022","7995988","1","1",1,0,1,1,2284894.49111745
"43023","7995989","1","1",1,0,1,1,1316823.01551104
"43024","7995991","1","1",1,0,1,1,1365051.54306069
"43025","7995992","1","1",1,0,1,1,1454623.21775034
"43026","7995994","1","1",1,1,1,1,2531475.80714896
"43027","7995995","1","1",1,0,1,1,2430775.31130984
"43028","7995996","1","1",1,1,1,1,1983372.76052684
"43029","7995997","1","1",1,0,1,1,1686574.88012686
"43030","7995998","1","1",1,0,1,1,1337280.82636371
"43031","7995999","1","1",1,0,1,1,2549864.62228
"43032","7996000","1","1",1,0,1,1,2005671.61571234
"43033","7996001","1","1",1,0,1,1,2280703.42630148
"43034","7996002","1","1",1,0,1,1,2938199.22579452
"43035","7996003","1","1",0,0,1,1,2740829.70738411
"43036","7996005","1","1",1,0,1,1,1342736.6855368
"43037","7996007","1","1",1,0,1,1,2800990.39034918
"43038","7996008","1","1",1,0,1,1,1650703.20850238
"43039","7996009","1","1",1,0,1,1,1990328.35535705
"43040","7996012","1","1",1,0,1,1,2730817.11841747
"43041","7996013","1","1",1,0,1,1,1482572.05937058
"43042","7996014","1","1",1,1,1,1,1205479.61516306
"43043","7996016","1","1",1,0,1,1,2913361.80159822
"43044","7996017","1","1",0,0,1,1,2319930.05951867
"43045","7996019","1","1",1,0,1,1,1327369.69435588
"43046","7996020","1","1",1,0,1,1,1825791.73678532
"43047","7996022","1","1",1,0,1,1,1851861.51925474
"43048","7996023","1","1",1,1,1,1,1850209.56967026
"43049","7996025","1","1",1,0,1,1,2160756.64695352
"43050","7996027","1","1",1,0,1,1,1890995.00149488
"43051","7996028","1","1",1,0,1,1,2962351.16444528
"43052","7996029","1","1",1,0,1,1,2804496.34961784
"43053","7996030","1","1",1,0,1,1,1921237.04422265
"43054","7996031","1","1",1,0,1,1,2158576.72045007
"43055","7996033","1","1",1,0,1,1,1246188.00031021
"43056","7996034","1","1",1,0,1,1,2166899.66589212
"43057","7996035","1","1",1,0,1,1,1676478.08063775
"43058","7996037","1","1",1,0,1,1,2384035.84219515
"43059","7996038","1","1",1,0,1,1,1963720.92464939
"43060","7996039","1","1",1,0,1,1,1420658.62746909
"43061","7996040","1","1",1,0,1,1,2306725.54705292
"43062","7996042","1","1",1,0,1,1,1445004.54986468
"43063","7996043","1","1",1,0,1,1,1996627.96355784
"43064","7996044","1","1",1,0,1,1,1320097.85702452
"43065","7996045","1","1",1,0,1,1,2404615.86467922
"43066","7996046","1","1",1,0,1,1,2532407.7247642
"43067","7996047","1","1",1,0,1,1,2831608.97148773
"43068","7996049","1","1",1,0,1,1,2779458.86556059
"43069","7996050","1","1",1,0,1,1,1740264.86957446
"43070","7996051","1","1",1,0,1,1,2733201.42442361
"43071","7996052","1","1",1,0,1,1,2634234.4856821
"43072","7996053","1","1",1,0,1,1,1571980.56016117
"43073","7996055","1","1",1,0,1,1,1755759.34052467
"43074","7996056","1","1",1,1,1,1,2534786.96312755
"43075","7996057","1","1",1,0,1,1,1569232.13787377
"43076","7996058","1","1",1,0,1,1,2186475.79943761
"43077","7996059","1","1",1,0,1,1,2555326.65396109
"43078","7996061","1","1",1,0,1,1,1793065.57361037
"43079","7996062","1","1",1,0,1,1,1343945.43208182
"43080","7996063","1","1",1,0,1,1,1519051.44114047
"43081","7996064","1","1",1,0,1,1,2784889.47862759
"43082","7996065","1","1",1,0,1,1,1652395.32865584
"43083","7996066","1","1",1,0,1,0,1261145.22444084
"43084","7996067","1","1",1,0,1,1,1300436.86905876
"43085","7996071","1","1",1,0,1,0,1839638.58122006
"43086","7996072","1","1",1,0,1,1,2821155.61626852
"43087","7996075","1","1",1,0,1,1,2725420.15511543
"43088","7996077","1","1",1,0,1,1,2405508.17765296
"43089","7996079","1","1",1,0,1,1,1783410.4228951
"43090","7996080","1","1",1,0,1,1,2133494.31948736
"43091","7996081","1","1",1,0,1,1,2513882.46798888
"43092","7996082","1","1",1,0,1,1,1459749.15277213
"43093","7996083","1","1",1,0,1,1,2148696.06969878
"43094","7996084","1","1",1,0,1,1,1481753.23000178
"43095","7996085","1","1",1,0,1,1,1476649.19350296
"43096","7996086","1","1",1,0,1,1,2930796.73975706
"43097","7996087","1","1",1,0,1,1,1165911.80650517
"43098","7996088","1","1",1,0,1,1,1448851.45023465
"43099","7996090","1","1",1,0,1,1,2582042.32290387
"43100","7996091","1","1",1,0,1,1,1501784.97886285
"43101","7996092","1","1",1,1,1,1,1191741.30156636
"43102","7996093","1","1",1,0,1,1,2180023.6675702
"43103","7996094","1","1",1,0,1,1,2022273.22801948
"43104","7996095","1","1",1,0,1,1,2201945.79156116
"43105","7996096","1","1",1,0,1,1,1966310.64562127
"43106","7996097","1","1",1,0,1,1,1966270.69268376
"43107","7996098","1","1",1,0,1,1,2223379.23653424
"43108","7996099","1","1",1,0,1,1,2229712.00054511
"43109","7996100","1","1",1,0,1,1,2531783.0924876
"43110","7996102","1","1",1,0,1,1,2771774.46538582
"43111","7996103","1","1",1,0,1,1,1747419.11394522
"43112","7996104","1","1",1,0,1,1,1634989.58395794
"43113","7996105","1","1",1,0,1,1,1761433.72267485
"43114","7996106","1","1",1,0,1,1,2912192.11604446
"43115","7996107","1","1",1,0,1,1,2898602.08615661
"43116","7996108","1","1",1,0,1,1,1436305.89112639
"43117","7996109","1","1",1,0,1,1,2397477.80429199
"43118","7996110","1","1",1,0,1,1,2982259.09771398
"43119","7996111","1","1",1,0,1,1,1865831.39700815
"43120","7996112","1","1",1,0,1,1,2639370.78775838
"43121","7996113","1","1",1,0,1,1,1921177.27568373
"43122","7996114","1","1",1,0,1,1,1349919.87703368
"43123","7996115","1","1",1,0,1,1,1278670.5426313
"43124","7996116","1","1",1,0,1,1,2569233.85428265
"43125","7996117","1","1",1,0,1,1,1607962.6840353
"43126","7996118","1","1",1,0,1,1,1639029.63910252
"43127","7996122","1","1",1,0,1,1,1522826.24894753
"43128","7996123","1","1",1,0,1,1,1379411.93133593
"43129","7996124","1","1",1,0,1,1,1936245.24638057
"43130","7996125","1","1",1,0,1,1,1497020.28378844
"43131","7996127","1","1",1,0,1,1,2249874.31371585
"43132","7996130","1","1",1,0,1,1,2333704.52350006
"43133","7996131","1","1",1,0,1,1,1389141.5042989
"43134","7996132","1","1",1,0,1,1,1884044.95583847
"43135","7996133","1","1",1,0,1,1,2381423.79600555
"43136","7996135","1","1",1,0,1,1,2781665.79121724
"43137","7996137","1","1",1,0,1,1,2172317.42970645
"43138","7996138","1","1",1,0,1,1,1255456.34837821
"43139","7996139","1","1",1,0,1,1,2855874.25585836
"43140","7996140","1","1",1,0,1,1,1944601.88742727
"43141","7996142","1","1",1,0,1,1,2666756.46299496
"43142","7996146","1","1",1,0,1,1,1187283.08171034
"43143","7996148","1","1",1,0,1,1,2035786.81314364
"43144","7996150","1","1",1,0,1,1,2181622.30515853
"43145","7996151","1","1",1,0,1,1,2438000.30389801
"43146","7996152","1","1",1,0,1,1,2529982.89775103
"43147","7996154","1","1",1,0,1,1,1240046.8509458
"43148","7996157","1","1",1,0,1,1,2513073.75248522
"43149","7996160","1","1",1,0,1,1,1463258.62841681
"43150","7996164","1","1",1,0,1,1,1768279.06018123
"43151","7996165","1","1",1,0,1,1,1580442.75546446
"43152","7996166","1","1",1,0,1,1,2238417.65690595
"43153","7996167","1","1",1,0,1,1,1639593.61046553
"43154","7996168","1","1",1,0,1,1,1512423.01665246
"43155","7996169","1","1",1,0,1,1,1388888.50215822
"43156","7996170","1","1",1,0,1,1,1731412.30726615
"43157","7996171","1","1",1,0,1,1,1554663.70077804
"43158","7996172","1","1",1,0,1,1,2054200.58520511
"43159","7996173","1","1",1,0,1,1,2945701.30521432
"43160","7996174","1","1",1,0,1,1,2125558.71734396
"43161","7996175","1","1",1,0,1,1,2640015.97378403
"43162","7996176","1","1",1,0,1,1,2922822.56629318
"43163","7996178","1","1",1,0,1,1,2227971.80183232
"43164","7996181","1","1",1,0,1,1,1406557.76942149
"43165","7996182","1","1",1,0,1,1,1598948.04198295
"43166","7996183","1","1",1,1,1,1,1371224.35051948
"43167","7996184","1","1",1,0,1,1,1314681.58492818
"43168","7996185","1","1",1,0,1,0,1601138.47434521
"43169","7996186","1","1",1,0,1,1,2667014.89392668
"43170","7996188","1","1",1,0,1,1,1346191.72461331
"43171","7996189","1","1",1,0,1,1,2064535.1097919
"43172","7996190","1","1",1,1,1,1,1965627.17445195
"43173","7996191","1","1",1,0,1,0,2003084.64340866
"43174","7996192","1","1",1,0,1,1,2535821.99949771
"43175","7996193","1","1",1,0,1,1,2655361.23909056
"43176","7996194","1","1",1,0,1,1,2298194.92507726
"43177","7996195","1","1",1,0,1,1,1629276.30446851
"43178","7996196","1","1",1,0,1,1,2815308.16741288
"43179","7996197","1","1",1,0,1,1,1871889.45399597
"43180","7996198","1","1",1,0,1,1,1909460.72749794
"43181","7996200","1","1",1,0,1,1,1344283.41887891
"43182","7996201","1","1",1,0,1,1,1443535.64118966
"43183","7996202","1","1",1,0,1,1,1965983.91911015
"43184","7996203","1","1",1,0,1,0,1279758.94283503
"43185","7996204","1","1",1,1,1,1,2523512.05728948
"43186","7996205","1","1",1,0,1,1,1837805.58882281
"43187","7996206","1","1",1,0,1,1,2787698.42602313
"43188","7996207","1","1",1,0,1,1,2199790.45826942
"43189","7996208","1","1",1,0,1,1,1326718.39108691
"43190","7996210","1","1",1,0,1,1,1607351.65415332
"43191","7996211","1","1",1,0,1,1,2424561.14916131
"43192","7996212","1","1",1,0,1,0,2501977.5490649
"43193","7996213","1","1",1,1,1,1,2743587.47025952
"43194","7996214","1","1",1,0,1,1,2472063.71342763
"43195","7996215","1","1",1,0,1,0,1281676.09306052
"43196","7996216","1","1",1,1,1,1,2666432.13728443
"43197","7996218","1","1",1,0,1,1,1856894.43910494
"43198","7996219","1","1",1,0,1,0,2317379.04053181
"43199","7996220","1","1",1,0,1,1,2625954.16259021
"43200","7996221","1","1",1,0,1,1,2158957.85011351
"43201","7996222","1","1",1,0,1,1,1825555.89411408
"43202","7996223","1","1",1,0,1,1,2717559.92842838
"43203","7996224","1","1",1,0,1,1,2337253.19765508
"43204","7996225","1","1",1,0,1,1,2770632.32477754
"43205","7996226","1","1",1,0,1,1,2824564.99686465
"43206","7996227","1","1",1,0,1,1,2945491.78780988
"43207","7996228","1","1",1,0,1,0,1365229.90232334
"43208","7996229","1","1",1,0,1,0,2691927.08738148
"43209","7996230","1","1",1,0,1,1,2622524.82844517
"43210","7996231","1","1",1,0,1,0,1821979.29544374
"43211","7996232","1","1",1,0,1,1,1733843.9395465
"43212","7996233","1","1",1,0,1,1,2727008.43207538
"43213","7996234","1","1",1,0,1,1,1398857.26366192
"43214","7996235","1","1",1,0,1,1,1180051.49548873
"43215","7996236","1","1",1,0,1,1,2134325.35078377
"43216","7996237","1","1",1,0,1,1,1993649.51981232
"43217","7996238","1","1",1,0,1,1,2140280.78811243
"43218","7996239","1","1",1,0,1,1,2680059.24548954
"43219","7996240","1","1",1,0,1,1,2397165.33221304
"43220","7996241","1","1",1,0,1,1,2249447.30494171
"43221","7996242","1","1",1,0,1,1,1788969.65658292
"43222","7996243","1","1",1,1,1,1,2594094.34270114
"43223","7996246","1","1",1,1,1,1,2502357.0057936
"43224","7996249","1","1",0,0,1,1,2960306.18015677
"43225","7996250","1","1",1,1,1,1,1429298.36891592
"43226","7996251","1","1",0,0,1,1,1953391.6227892
"43227","7996252","1","1",1,0,1,1,2877218.90805289
"43228","7996253","1","1",0,0,1,1,1339070.79456374
"43229","7996254","1","1",1,0,1,1,1610666.89928994
"43230","7996255","1","1",1,0,1,1,2393548.19497094
"43231","7996256","1","1",1,0,1,1,2492036.25239432
"43232","7996257","1","1",1,0,1,1,2385206.43340424
"43233","7996258","1","1",1,0,1,1,1185471.28824517
"43234","7996259","1","1",1,1,1,1,2464608.65182802
"43235","7996260","1","1",1,0,1,1,2892360.00891775
"43236","7996261","1","1",0,0,1,1,1628939.55148757
"43237","7996262","1","1",1,0,1,1,2079936.65425107
"43238","7996263","1","1",1,0,1,0,1862978.37967053
"43239","7996264","1","1",1,0,1,1,2111897.7246061
"43240","7996265","1","1",1,1,1,1,1436324.61128756
"43241","7996266","1","1",1,0,1,1,2240439.21068311
"43242","7996267","1","1",1,1,1,1,1562661.71131283
"43243","7996268","1","1",1,0,1,1,2804032.22439811
"43244","7996270","1","1",1,0,1,1,2132959.89073813
"43245","7996271","1","1",1,0,1,0,1230375.91680884
"43246","7996273","1","1",1,0,1,1,2877685.45806408
"43247","7996274","1","1",1,1,1,1,2560316.38510525
"43248","7996275","1","1",0,0,1,1,1952266.42787457
"43249","7996276","1","1",1,0,1,1,2223104.96220365
"43250","7996277","1","1",1,0,1,1,1290937.76609749
"43251","7996278","1","1",1,0,1,1,1361538.02795336
"43252","7996279","1","1",1,0,1,1,1762249.95845929
"43253","7996280","1","1",1,1,1,1,2006367.62211099
"43254","7996281","1","1",1,1,1,1,1662184.45166945
"43255","7996282","1","1",1,0,1,1,2859621.53585628
"43256","7996283","1","1",1,0,1,1,2516974.09594432
"43257","7996285","1","1",1,1,1,1,2133042.16142744
"43258","7996286","1","1",1,0,1,1,2077109.64430124
"43259","7996289","1","1",1,0,1,1,1828288.40017319
"43260","7996291","1","1",1,0,1,0,2519600.89437664
"43261","7996294","1","1",1,0,1,1,2543629.05384973
"43262","7996296","1","1",0,0,1,1,2948946.83973864
"43263","7996297","1","1",1,0,1,1,2051384.3934238
"43264","7996299","1","1",1,0,1,1,2682535.76425835
"43265","7996300","1","1",1,0,1,1,1304454.45889607
"43266","7996305","1","1",1,0,1,1,1513229.21825573
"43267","7996307","1","1",1,1,1,1,1224834.06236395
"43268","7996309","1","1",1,0,1,1,1466983.91349986
"43269","7996310","1","1",1,0,1,1,2384280.12451157
"43270","7996311","1","1",1,0,1,1,2757148.65583926
"43271","7996313","1","1",1,0,1,1,2093773.43665808
"43272","7996314","1","1",1,0,1,1,2979244.64281648
"43273","7996316","1","1",1,0,1,1,1942767.12313294
"43274","7996317","1","1",1,0,1,1,2952441.98683649
"43275","7996318","1","1",0,1,1,1,1911067.46928766
"43276","7996319","1","1",1,0,1,1,2089738.51256073
"43277","7996320","1","1",1,0,1,1,1485995.85590884
"43278","7996323","1","1",1,0,1,1,1799220.172856
"43279","7996324","1","1",1,0,1,1,2257091.36489779
"43280","7996325","1","1",1,0,1,1,2121191.26994163
"43281","7996326","1","1",1,0,1,1,1807172.83893377
"43282","7996327","1","1",1,0,1,1,1438034.01472047
"43283","7996328","1","1",1,0,1,1,1841422.99296334
"43284","7996329","1","1",1,0,1,1,2740412.33394295
"43285","7996330","1","1",1,1,1,1,1429890.61351866
"43286","7996331","1","1",1,0,1,1,2029284.10295397
"43287","7996332","1","1",1,0,1,1,1698284.15993601
"43288","7996333","1","1",1,0,1,1,1597316.79266319
"43289","7996334","1","1",1,0,1,1,1683029.23353389
"43290","7996335","1","1",1,0,1,1,2825349.94212911
"43291","7996338","1","1",1,0,1,1,1648014.27543163
"43292","7996341","1","1",0,0,1,0,2243601.4921777
"43293","7996342","1","1",1,0,1,1,2394681.32829294
"43294","7996343","1","1",1,0,1,1,1458179.55227569
"43295","7996345","1","1",1,0,1,1,1791383.90790671
"43296","7996346","1","1",1,0,1,1,2052831.20950684
"43297","7996347","1","1",1,0,1,0,1298819.02977824
"43298","7996349","1","1",1,0,1,1,1194197.52834365
"43299","7996350","1","1",1,0,1,1,2699631.33828714
"43300","7996351","1","1",1,0,1,1,1741174.18179289
"43301","7996353","1","1",1,0,1,1,2968922.45082185
"43302","7996354","1","1",1,0,1,0,2285719.84000504
"43303","7996355","1","1",1,0,1,1,2740760.4663074
"43304","7996356","1","1",0,1,1,1,1580841.18682891
"43305","7996357","1","1",0,0,0,0,2277811.439652
"43306","7996358","1","1",0,0,1,1,2904061.88625842
"43307","7996359","1","1",1,0,1,1,1352635.77455655
"43308","7996360","1","1",1,0,1,1,2663739.27142471
"43309","7996361","1","1",1,1,1,0,2530401.57783777
"43310","7996362","1","1",1,0,1,1,1192142.83503592
"43311","7996363","1","1",1,0,1,1,1770977.00996324
"43312","7996364","1","1",1,0,1,1,1370465.6474106
"43313","7996365","1","1",0,0,1,1,1177464.58059177
"43314","7996366","1","1",0,0,1,1,2920423.18373919
"43315","7996368","1","1",1,1,1,1,1982992.86168069
"43316","7996369","1","1",1,0,1,1,2188628.39862704
"43317","7996371","1","1",1,0,1,1,1606958.4819302
"43318","7996372","1","1",1,1,1,1,1509089.33967352
"43319","7996373","1","1",1,0,1,1,1542461.13013476
"43320","7996374","1","1",1,0,1,1,1643363.54684085
"43321","7996375","1","1",1,1,1,1,2485405.9673287
"43322","7996376","1","1",0,0,1,1,2541383.43820348
"43323","7996377","1","1",1,0,1,1,2725732.80841112
"43324","7996378","1","1",1,0,1,1,2209936.94884703
"43325","7996379","1","1",1,0,1,1,1412679.97328192
"43326","7996380","1","1",1,0,1,1,1591858.00831765
"43327","7996381","1","1",1,0,1,1,1693378.7862584
"43328","7996383","1","1",0,0,1,0,2768381.85269386
"43329","7996384","1","1",1,1,1,1,2092891.62097499
"43330","7996385","1","1",1,0,1,1,2212412.61508316
"43331","7996386","1","1",1,0,1,0,2030917.69266874
"43332","7996387","1","1",1,0,1,1,2539172.82437906
"43333","7996388","1","1",1,0,1,1,2011350.7334888
"43334","7996389","1","1",1,0,1,1,1605976.0729596
"43335","7996390","1","1",1,0,1,1,2726050.43381453
"43336","7996391","1","1",0,0,1,1,1981988.81123215
"43337","7996392","1","1",1,0,1,1,1828895.12069523
"43338","7996393","1","1",1,0,1,1,2771226.56919062
"43339","7996394","1","1",1,0,1,1,1280922.94383794
"43340","7996395","1","1",1,0,1,1,1801641.74567908
"43341","7996396","1","1",1,0,1,1,2058230.61173782
"43342","7996397","1","1",1,0,1,1,1970008.09572637
"43343","7996398","1","1",1,0,1,1,2918524.57802743
"43344","7996399","1","1",1,0,1,1,2474724.11964089
"43345","7996400","1","1",1,0,1,1,2027243.64565685
"43346","7996401","1","1",1,0,1,1,2960667.73112863
"43347","7996402","1","1",1,0,1,1,1732949.47510585
"43348","7996404","1","1",1,0,1,1,2487689.32789564
"43349","7996405","1","1",1,0,1,1,2805644.1657804
"43350","7996406","1","1",1,0,1,1,2105024.25909042
"43351","7996408","1","1",1,0,1,1,2990512.44178787
"43352","7996409","1","1",1,0,1,1,2306503.95538658
"43353","7996410","1","1",1,0,1,1,1677756.67874143
"43354","7996411","1","1",1,0,1,1,1907838.03606406
"43355","7996412","1","1",1,0,1,1,1918760.67925245
"43356","7996413","1","1",1,0,1,1,1714733.24172199
"43357","7996414","1","1",1,0,1,1,1551090.6938836
"43358","7996416","1","1",1,0,1,1,2732618.78430843
"43359","7996418","1","1",1,0,1,1,2315402.06778795
"43360","7996419","1","1",1,0,1,1,2036615.60043693
"43361","7996420","1","1",1,0,1,1,2269087.12567762
"43362","7996422","1","1",1,0,1,1,2246191.36394933
"43363","7996423","1","1",1,0,1,0,2615421.66363448
"43364","7996424","1","1",1,1,1,1,1974482.67435655
"43365","7996425","1","1",1,0,1,1,2818451.22365281
"43366","7996426","1","1",1,1,1,1,1477630.81420213
"43367","7996427","1","1",1,0,1,1,1795857.24115372
"43368","7996428","1","1",1,0,1,1,2705168.27160493
"43369","7996429","1","1",1,0,1,1,2265275.71722865
"43370","7996430","1","1",1,0,1,1,2207385.28639078
"43371","7996433","1","1",1,0,1,1,2093124.71112236
"43372","7996434","1","1",1,1,1,1,2063446.67702913
"43373","7996435","1","1",1,0,1,1,1247250.18192083
"43374","7996436","1","1",1,0,1,1,2565764.35985044
"43375","7996437","1","1",1,0,1,1,1170479.13812101
"43376","7996438","1","1",0,0,1,0,1803358.16601291
"43377","7996440","1","1",0,0,1,1,2093385.92071086
"43378","7996441","1","1",1,0,1,1,1235184.87975001
"43379","7996442","1","1",1,0,1,1,1189562.5189133
"43380","7996444","1","1",1,0,1,0,1811553.21784317
"43381","7996445","1","1",1,0,1,1,1220583.59572664
"43382","7996447","1","1",1,0,1,1,2364230.39577901
"43383","7996448","1","1",1,0,1,1,2694903.99228409
"43384","7996449","1","1",1,0,1,1,1590833.80896598
